areaCode,areaName,areaType,date,hospitalCases,newAdmissions,newCasesByPublishDate,newPeopleVaccinatedFirstDoseByPublishDate,newPeopleVaccinatedSecondDoseByPublishDate
K02000001,United Kingdom,overview,2020-06-16,4863,455,1279,,
K02000001,United Kingdom,overview,2020-06-15,4870,439,1056,,
K02000001,United Kingdom,overview,2020-06-14,4908,364,1514,,
K02000001,United Kingdom,overview,2020-06-13,4941,385,1425,,
K02000001,United Kingdom,overview,2020-06-12,5090,392,1541,,
K02000001,United Kingdom,overview,2020-06-11,5180,446,1266,,
K02000001,United Kingdom,overview,2020-06-10,5476,513,1003,,
K02000001,United Kingdom,overview,2020-06-09,5737,492,1387,,
K02000001,United Kingdom,overview,2020-06-08,5931,412,1205,,
K02000001,United Kingdom,overview,2020-06-07,5944,408,1326,,
K02000001,United Kingdom,overview,2020-06-06,6149,406,1557,,
K02000001,United Kingdom,overview,2020-06-05,6379,476,1650,,
K02000001,United Kingdom,overview,2020-06-04,6580,565,1805,,
K02000001,United Kingdom,overview,2020-06-03,6815,633,1871,,
K02000001,United Kingdom,overview,2020-06-02,7087,668,1613,,
K02000001,United Kingdom,overview,2020-06-01,7248,604,1570,,
K02000001,United Kingdom,overview,2020-05-31,7238,528,1936,,
K02000001,United Kingdom,overview,2020-05-30,7268,568,2445,,
K02000001,United Kingdom,overview,2020-05-29,7586,614,2095,,
K02000001,United Kingdom,overview,2020-05-28,7907,702,1887,,
K02000001,United Kingdom,overview,2020-05-27,8220,712,2013,,
K02000001,United Kingdom,overview,2020-05-26,8732,698,2004,,
K02000001,United Kingdom,overview,2020-05-25,8836,602,1625,,
K02000001,United Kingdom,overview,2020-05-24,8814,587,2409,,
K02000001,United Kingdom,overview,2020-05-23,8814,643,2959,,
K02000001,United Kingdom,overview,2020-05-22,9184,739,3287,,
K02000001,United Kingdom,overview,2020-05-21,9293,841,2615,,
K02000001,United Kingdom,overview,2020-05-20,9563,851,2472,,
K02000001,United Kingdom,overview,2020-05-19,10013,881,2412,,
K02000001,United Kingdom,overview,2020-05-18,10231,848,2684,,
K02000001,United Kingdom,overview,2020-05-17,10199,792,3562,,
K02000001,United Kingdom,overview,2020-05-16,10238,813,3451,,
K02000001,United Kingdom,overview,2020-05-15,10691,871,3560,,
K02000001,United Kingdom,overview,2020-05-14,10921,909,3446,,
K02000001,United Kingdom,overview,2020-05-13,11342,966,3242,,
K02000001,United Kingdom,overview,2020-05-12,11591,983,3403,,
K02000001,United Kingdom,overview,2020-05-11,11967,1029,3877,,
K02000001,United Kingdom,overview,2020-05-10,11727,915,3923,,
K02000001,United Kingdom,overview,2020-05-09,12015,943,3896,,
K02000001,United Kingdom,overview,2020-05-08,12053,910,4649,,
K02000001,United Kingdom,overview,2020-05-07,12626,1164,5614,,
K02000001,United Kingdom,overview,2020-05-06,13148,1206,6111,,
K02000001,United Kingdom,overview,2020-05-05,13723,1146,4406,,
K02000001,United Kingdom,overview,2020-05-04,14097,1250,3985,,
K02000001,United Kingdom,overview,2020-05-03,14188,1188,4339,,
K02000001,United Kingdom,overview,2020-05-02,14380,1180,4806,,
K02000001,United Kingdom,overview,2020-05-01,14723,1262,6201,,
K02000001,United Kingdom,overview,2020-04-30,15164,1442,6032,,
K02000001,United Kingdom,overview,2020-04-29,15521,1488,4076,,
K02000001,United Kingdom,overview,2020-04-28,15877,1517,3996,,
K02000001,United Kingdom,overview,2020-04-27,16662,1538,4310,,
K02000001,United Kingdom,overview,2020-04-26,16555,1355,4463,,
K02000001,United Kingdom,overview,2020-04-25,16604,1255,4913,,
K02000001,United Kingdom,overview,2020-04-24,17063,1525,5386,,
K02000001,United Kingdom,overview,2020-04-23,17867,1513,4583,,
K02000001,United Kingdom,overview,2020-04-22,18533,1527,4451,,
K02000001,United Kingdom,overview,2020-04-21,19139,1713,4301,,
K02000001,United Kingdom,overview,2020-04-20,19331,1737,4676,,
K02000001,United Kingdom,overview,2020-04-19,19574,1657,5850,,
K02000001,United Kingdom,overview,2020-04-18,19456,1628,5526,,
K02000001,United Kingdom,overview,2020-04-17,19330,1965,5599,,
K02000001,United Kingdom,overview,2020-04-16,20389,2011,4618,,
K02000001,United Kingdom,overview,2020-04-15,20582,1880,4605,,
K02000001,United Kingdom,overview,2020-04-14,21281,2088,5252,,
K02000001,United Kingdom,overview,2020-04-13,21308,2161,4342,,
K02000001,United Kingdom,overview,2020-04-12,21687,2066,5288,,
K02000001,United Kingdom,overview,2020-04-11,21254,2162,5234,,
K02000001,United Kingdom,overview,2020-04-10,21280,2463,5706,,
K02000001,United Kingdom,overview,2020-04-09,21005,2628,4675,,
K02000001,United Kingdom,overview,2020-04-08,20740,2967,5865,,
K02000001,United Kingdom,overview,2020-04-07,20234,3149,3888,,
K02000001,United Kingdom,overview,2020-04-06,19493,3046,4143,,
K02000001,United Kingdom,overview,2020-04-05,18855,2917,6199,,
K02000001,United Kingdom,overview,2020-04-04,17502,2921,4000,,
K02000001,United Kingdom,overview,2020-04-03,15546,2930,4672,,
K02000001,United Kingdom,overview,2020-04-02,13875,3285,4522,,
K02000001,United Kingdom,overview,2020-04-01,13637,3565,4567,,
K02000001,United Kingdom,overview,2020-03-31,12597,2832,3250,,
K02000001,United Kingdom,overview,2020-03-30,11093,3190,2665,,
K02000001,United Kingdom,overview,2020-03-29,9525,2489,2502,,
K02000001,United Kingdom,overview,2020-03-28,8278,2191,2556,,
K02000001,United Kingdom,overview,2020-03-27,7267,2227,2890,,
K02000001,United Kingdom,overview,2020-03-26,,1929,2129,,
K02000001,United Kingdom,overview,2020-03-25,,2085,1452,,
K02000001,United Kingdom,overview,2020-03-24,,1720,1427,,
K02000001,United Kingdom,overview,2020-03-23,,1273,967,,
K02000001,United Kingdom,overview,2020-03-22,,,665,,
K02000001,United Kingdom,overview,2020-03-21,,,1035,,
K02000001,United Kingdom,overview,2020-03-20,,,714,,
K02000001,United Kingdom,overview,2020-03-19,,,643,,
K02000001,United Kingdom,overview,2020-03-18,,,676,,
K02000001,United Kingdom,overview,2020-03-17,,,407,,
K02000001,United Kingdom,overview,2020-03-16,,,152,,
K02000001,United Kingdom,overview,2020-03-15,,,330,,
K02000001,United Kingdom,overview,2020-03-14,,,264,,
K02000001,United Kingdom,overview,2020-03-13,,,207,,
K02000001,United Kingdom,overview,2020-03-12,,,134,,
K02000001,United Kingdom,overview,2020-03-11,,,83,,
K02000001,United Kingdom,overview,2020-03-10,,,52,,
K02000001,United Kingdom,overview,2020-03-09,,,50,,
K02000001,United Kingdom,overview,2020-03-08,,,65,,
K02000001,United Kingdom,overview,2020-03-07,,,46,,
K02000001,United Kingdom,overview,2020-03-06,,,46,,
K02000001,United Kingdom,overview,2020-03-05,,,29,,
K02000001,United Kingdom,overview,2020-03-04,,,34,,
K02000001,United Kingdom,overview,2020-03-03,,,11,,
K02000001,United Kingdom,overview,2020-03-02,,,5,,
K02000001,United Kingdom,overview,2020-03-01,,,12,,
K02000001,United Kingdom,overview,2020-02-29,,,4,,
K02000001,United Kingdom,overview,2020-02-28,,,6,,
K02000001,United Kingdom,overview,2020-02-27,,,0,,
K02000001,United Kingdom,overview,2020-02-26,,,0,,
K02000001,United Kingdom,overview,2020-02-25,,,0,,
K02000001,United Kingdom,overview,2020-02-24,,,4,,
K02000001,United Kingdom,overview,2020-02-23,,,0,,
K02000001,United Kingdom,overview,2020-02-22,,,0,,
K02000001,United Kingdom,overview,2020-02-21,,,0,,
K02000001,United Kingdom,overview,2020-02-20,,,0,,
K02000001,United Kingdom,overview,2020-02-19,,,0,,
K02000001,United Kingdom,overview,2020-02-18,,,0,,
K02000001,United Kingdom,overview,2020-02-17,,,0,,
K02000001,United Kingdom,overview,2020-02-16,,,0,,
K02000001,United Kingdom,overview,2020-02-15,,,0,,
K02000001,United Kingdom,overview,2020-02-14,,,0,,
K02000001,United Kingdom,overview,2020-02-13,,,1,,
K02000001,United Kingdom,overview,2020-02-12,,,0,,
K02000001,United Kingdom,overview,2020-02-11,,,0,,
K02000001,United Kingdom,overview,2020-02-10,,,4,,
K02000001,United Kingdom,overview,2020-02-09,,,1,,
K02000001,United Kingdom,overview,2020-02-08,,,0,,
K02000001,United Kingdom,overview,2020-02-07,,,0,,
K02000001,United Kingdom,overview,2020-02-06,,,1,,
K02000001,United Kingdom,overview,2020-02-05,,,0,,
K02000001,United Kingdom,overview,2020-02-04,,,0,,
K02000001,United Kingdom,overview,2020-02-03,,,0,,
K02000001,United Kingdom,overview,2020-02-02,,,0,,
K02000001,United Kingdom,overview,2020-02-01,,,0,,
K02000001,United Kingdom,overview,2020-01-31,,,2,,
